workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,age_group,class
Private,13.0,Never-married,Exec-managerial,Own-child,White,Female,0.0,0.0,40.0,United-States,Adult,0
Federal-gov,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,48.0,United-States,Adult,1
State-gov,11.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,40.0,United-States,Adult,1
Self-emp-not-inc,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,Middle-Aged,1
State-gov,8.0,Never-married,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,Adult,0
Private,10.0,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,0.0,0.0,40.0,Trinadad&Tobago,Adult,0
Private,13.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,20.0,United-States,Young,0
Private,10.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,25.0,United-States,Young,0
Private,12.0,Separated,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,Adult,0
Self-emp-not-inc,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,9.0,Never-married,Handlers-cleaners,Own-child,White,Female,0.0,0.0,20.0,United-States,Young,0
Self-emp-not-inc,9.0,Never-married,Farming-fishing,Unmarried,White,Male,0.0,0.0,50.0,United-States,Adult,0
Private,9.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,Young,0
Private,4.0,Married-civ-spouse,Craft-repair,Husband,White,Male,2829.0,0.0,40.0,United-States,Adult,0
Private,9.0,Divorced,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,10.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,1
Private,9.0,Widowed,Handlers-cleaners,Other-relative,Black,Male,0.0,0.0,32.0,United-States,Senior,0
Private,9.0,Separated,Handlers-cleaners,Unmarried,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,Adult,1
Private,11.0,Never-married,Tech-support,Not-in-family,White,Female,2354.0,0.0,40.0,United-States,Adult,0
Self-emp-not-inc,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,60.0,United-States,Adult,0
Private,9.0,Separated,Machine-op-inspct,Not-in-family,White,Male,2174.0,0.0,40.0,Cuba,Middle-Aged,0
Self-emp-not-inc,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3103.0,0.0,40.0,United-States,Adult,1
Self-emp-inc,9.0,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,25.0,United-States,Young,0
Private,13.0,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0.0,0.0,38.0,United-States,Adult,0
Private,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,1902.0,50.0,United-States,Adult,1
Private,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,1
Private,13.0,Married-civ-spouse,Tech-support,Husband,White,Male,15024.0,0.0,40.0,United-States,Adult,1
Private,7.0,Never-married,Machine-op-inspct,Unmarried,Other,Male,0.0,0.0,40.0,United-States,Young,0
Private,3.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,7298.0,0.0,40.0,Mexico,Adult,1
Private,7.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,5.0,United-States,Young,0
Self-emp-not-inc,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,70.0,United-States,Adult,0
Private,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,0
Self-emp-not-inc,9.0,Divorced,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,0.0,0.0,15.0,United-States,Adult,0
Private,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,1
Self-emp-inc,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,35.0,United-States,Senior,1
Private,10.0,Divorced,Craft-repair,Unmarried,White,Male,0.0,0.0,42.0,United-States,Adult,0
Private,10.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,40.0,United-States,Young,0
Federal-gov,13.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,48.0,United-States,Middle-Aged,1
Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,Cuba,Adult,1
Private,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,1
Private,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,0
Federal-gov,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,5013.0,0.0,40.0,United-States,Middle-Aged,0
Private,10.0,Divorced,Adm-clerical,Other-relative,White,Female,0.0,0.0,40.0,United-States,Adult,0
State-gov,13.0,Separated,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,Adult,0
Private,3.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,Mexico,Adult,0
Private,9.0,Divorced,Machine-op-inspct,Unmarried,White,Male,0.0,0.0,40.0,United-States,Adult,0
Local-gov,9.0,Never-married,Other-service,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,Middle-Aged,0
Self-emp-not-inc,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,32.0,United-States,Adult,0
Private,9.0,Never-married,Exec-managerial,Own-child,White,Female,0.0,0.0,35.0,United-States,Young,0
Private,7.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,10.0,United-States,Young,0
Private,6.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1887.0,47.0,United-States,Middle-Aged,1
State-gov,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,1
Private,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,60.0,United-States,Adult,1
Private,3.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,Mexico,Adult,0
Local-gov,10.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,7298.0,0.0,40.0,United-States,Middle-Aged,1
Private,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,50.0,United-States,Adult,0
Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,44.0,United-States,Middle-Aged,1
Private,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,Adult,0
Private,10.0,Never-married,Sales,Other-relative,Black,Female,0.0,0.0,40.0,United-States,Young,0
Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,11.0,Married-civ-spouse,Transport-moving,Wife,White,Female,0.0,0.0,25.0,United-States,Adult,0
Private,10.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,38.0,United-States,Adult,0
Private,9.0,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,20.0,United-States,Adult,0
State-gov,13.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,0.0,12.0,United-States,Senior,0
Private,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,72.0,United-States,Adult,1
State-gov,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50.0,United-States,Middle-Aged,0
Self-emp-not-inc,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,Iran,Adult,0
Private,14.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,45.0,United-States,Adult,1
Private,9.0,Never-married,Handlers-cleaners,Own-child,Black,Male,0.0,0.0,40.0,United-States,Young,0
Private,6.0,Separated,Transport-moving,Unmarried,Black,Male,0.0,0.0,45.0,United-States,Middle-Aged,1
Private,9.0,Divorced,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,13.0,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,0
Self-emp-inc,10.0,Divorced,Exec-managerial,Unmarried,White,Male,0.0,0.0,90.0,United-States,Adult,1
Private,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,50.0,United-States,Adult,1
State-gov,10.0,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,30.0,United-States,Young,0
Self-emp-not-inc,13.0,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,70.0,United-States,Adult,1
Private,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,38.0,United-States,Middle-Aged,0
Private,5.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,50.0,Mexico,Young,0
State-gov,9.0,Never-married,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,0.0,0.0,38.0,United-States,Adult,1
Federal-gov,9.0,Never-married,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40.0,United-States,Middle-Aged,0
Self-emp-not-inc,10.0,Never-married,Other-service,Unmarried,White,Female,2176.0,0.0,40.0,United-States,Middle-Aged,0
Self-emp-not-inc,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,35.0,United-States,Middle-Aged,0
Private,6.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,4.0,United-States,Young,0
Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,Adult,1
Self-emp-not-inc,9.0,Widowed,Craft-repair,Not-in-family,White,Male,0.0,0.0,24.0,United-States,Senior,0
Local-gov,10.0,Widowed,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,Poland,Middle-Aged,0
Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,48.0,United-States,Middle-Aged,0
Private,9.0,Never-married,Other-service,Own-child,Black,Female,0.0,0.0,40.0,United-States,Adult,0
Private,4.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,6.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,Puerto-Rico,Middle-Aged,0
Federal-gov,14.0,Married-civ-spouse,Exec-managerial,Husband,Black,Male,15024.0,0.0,40.0,United-States,Middle-Aged,1
State-gov,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,70.0,United-States,Middle-Aged,0
Local-gov,9.0,Divorced,Protective-serv,Not-in-family,White,Female,0.0,0.0,40.0,United-States,Adult,0
Local-gov,8.0,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,30.0,United-States,Young,0
Private,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,45.0,Mexico,Adult,0
Private,3.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,El-Salvador,Adult,0
Private,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,9.0,Widowed,Sales,Not-in-family,White,Female,0.0,0.0,35.0,United-States,Middle-Aged,1
Private,7.0,Separated,Other-service,Not-in-family,Black,Female,0.0,0.0,21.0,United-States,Middle-Aged,0
Private,9.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,40.0,United-States,Adult,1
Private,10.0,Never-married,Sales,Unmarried,White,Female,0.0,0.0,49.0,United-States,Young,0
Private,14.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,50.0,United-States,Adult,0
Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,Adult,0
Private,12.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,United-States,Young,0
State-gov,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,1
Private,10.0,Separated,Exec-managerial,Not-in-family,White,Male,0.0,0.0,60.0,United-States,Adult,1
Self-emp-inc,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-States,Adult,1
Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,Adult,0
Private,12.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,20.0,United-States,Young,0
Private,10.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,45.0,United-States,Adult,0
Private,9.0,Divorced,Farming-fishing,Not-in-family,White,Male,0.0,0.0,25.0,United-States,Middle-Aged,0
Self-emp-not-inc,9.0,Married-civ-spouse,Farming-fishing,Wife,White,Female,0.0,0.0,40.0,United-States,Adult,0
Private,10.0,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,15.0,United-States,Young,0
Local-gov,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,20.0,United-States,Adult,0
Self-emp-not-inc,14.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-States,Adult,0
Private,6.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,13.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,10.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,50.0,Guatemala,Adult,0
Private,13.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,Adult,0
Private,12.0,Divorced,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40.0,United-States,Adult,0
Private,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,50.0,United-States,Adult,1
Private,9.0,Widowed,Tech-support,Not-in-family,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,0
Self-emp-inc,14.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,52.0,United-States,Adult,0
Private,5.0,Never-married,Machine-op-inspct,Other-relative,White,Female,0.0,0.0,40.0,Mexico,Young,0
Private,5.0,Never-married,Other-service,Unmarried,White,Male,0.0,0.0,20.0,United-States,Young,0
Private,7.0,Never-married,Craft-repair,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,Adult,0
Private,10.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,United-States,Young,0
Private,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,20.0,England,Young,0
Private,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,10.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,Young,0
Private,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,55.0,United-States,Adult,1
Self-emp-not-inc,10.0,Separated,Sales,Unmarried,White,Female,0.0,0.0,50.0,United-States,Middle-Aged,0
Private,9.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,35.0,United-States,Young,0
Local-gov,6.0,Divorced,Handlers-cleaners,Own-child,Black,Male,0.0,0.0,40.0,United-States,Adult,0
Private,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,Adult,0
Local-gov,15.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,50.0,United-States,Middle-Aged,0
Private,10.0,Never-married,Prof-specialty,Not-in-family,Black,Male,0.0,0.0,45.0,United-States,Adult,0
Private,8.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,Adult,0
Private,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,0
Self-emp-inc,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,Adult,1
Private,10.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,30.0,United-States,Adult,0
Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,9.0,Separated,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Female,0.0,0.0,60.0,South,Adult,0
Private,9.0,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,Young,0
Self-emp-not-inc,11.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,0
Self-emp-inc,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999.0,0.0,80.0,United-States,Middle-Aged,1
Self-emp-not-inc,12.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1887.0,40.0,United-States,Adult,1
Private,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,65.0,United-States,Adult,0
Private,9.0,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,47.0,United-States,Adult,0
Private,11.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,7298.0,0.0,35.0,United-States,Adult,1
Private,9.0,Divorced,Adm-clerical,Own-child,White,Female,0.0,0.0,45.0,United-States,Middle-Aged,0
Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,13.0,Separated,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,10.0,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0.0,0.0,40.0,United-States,Adult,1
Private,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,1
Self-emp-inc,10.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,50.0,United-States,Adult,0
Self-emp-not-inc,13.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,Young,0
Self-emp-not-inc,6.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,0
Self-emp-inc,10.0,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0.0,0.0,60.0,Taiwan,Adult,0
Private,10.0,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,10.0,United-States,Young,0
Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,41.0,United-States,Adult,0
Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,1
Private,10.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,9.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,Italy,Middle-Aged,0
Private,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,24.0,United-States,Adult,0
Local-gov,9.0,Divorced,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,0.0,0.0,40.0,United-States,Adult,0
Private,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,1
Private,9.0,Separated,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,9.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,Adult,0
Local-gov,14.0,Separated,Prof-specialty,Unmarried,White,Female,0.0,0.0,70.0,United-States,Middle-Aged,0
Private,9.0,Never-married,Other-service,Own-child,Black,Male,0.0,0.0,40.0,United-States,Young,0
Self-emp-not-inc,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50.0,United-States,Adult,0
Private,11.0,Divorced,Sales,Unmarried,White,Female,0.0,0.0,40.0,United-States,Middle-Aged,0
Self-emp-not-inc,9.0,Divorced,Farming-fishing,Not-in-family,White,Female,0.0,0.0,28.0,United-States,Middle-Aged,0
Private,9.0,Married-civ-spouse,Machine-op-inspct,Other-relative,Other,Female,0.0,0.0,20.0,Columbia,Adult,0
Private,4.0,Widowed,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,9.0,Widowed,Machine-op-inspct,Unmarried,Black,Female,0.0,0.0,38.0,United-States,Middle-Aged,0
Private,13.0,Never-married,Exec-managerial,Own-child,White,Female,0.0,0.0,40.0,United-States,Young,0
Private,10.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,20.0,United-States,Young,0
Private,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,9.0,Widowed,Other-service,Unmarried,White,Female,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,10.0,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0.0,0.0,40.0,United-States,Adult,1
Private,14.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,50.0,United-States,Adult,1
Private,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,38.0,United-States,Middle-Aged,0
Private,10.0,Never-married,Protective-serv,Own-child,Asian-Pac-Islander,Male,0.0,0.0,24.0,India,Young,0
Federal-gov,10.0,Divorced,Exec-managerial,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,Adult,0
Private,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,Young,0
Private,9.0,Married-civ-spouse,Sales,Other-relative,White,Female,0.0,0.0,44.0,Poland,Adult,0
Private,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,25.0,United-States,Middle-Aged,0
Private,13.0,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,35.0,United-States,Adult,0
Private,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,Adult,0
Private,13.0,Never-married,Exec-managerial,Own-child,White,Female,0.0,0.0,40.0,United-States,Adult,0
State-gov,7.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,10.0,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,7298.0,0.0,50.0,United-States,Adult,1
Private,9.0,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,12.0,United-States,Adult,0
Private,8.0,Married-spouse-absent,Other-service,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,Adult,0
Self-emp-not-inc,9.0,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,60.0,United-States,Adult,1
Local-gov,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,12.0,Never-married,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0.0,0.0,40.0,United-States,Adult,0
Private,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,44.0,United-States,Middle-Aged,0
Private,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,Middle-Aged,1
Private,9.0,Never-married,Sales,Not-in-family,Black,Female,0.0,0.0,30.0,United-States,Young,0
Private,10.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,10.0,Greece,Young,0
Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,3908.0,0.0,72.0,United-States,Adult,0
Private,10.0,Separated,Sales,Not-in-family,White,Male,0.0,0.0,42.0,United-States,Middle-Aged,0
Self-emp-not-inc,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,11.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,50.0,United-States,Adult,0
Self-emp-inc,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,36.0,United-States,Middle-Aged,0
Private,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,Adult,0
Private,10.0,Never-married,Craft-repair,Unmarried,White,Male,0.0,0.0,50.0,United-States,Adult,0
Self-emp-not-inc,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,Germany,Adult,0
Self-emp-not-inc,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,Middle-Aged,0
Self-emp-inc,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,Adult,1
Self-emp-not-inc,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,Adult,0
Private,10.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,Adult,0
Private,9.0,Married-civ-spouse,Transport-moving,Wife,White,Female,0.0,0.0,40.0,United-States,Adult,0
Private,9.0,Divorced,Transport-moving,Unmarried,White,Male,0.0,0.0,50.0,United-States,Adult,0
Federal-gov,9.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,30.0,United-States,Adult,0
Federal-gov,12.0,Divorced,Exec-managerial,Unmarried,Black,Female,0.0,0.0,40.0,United-States,Adult,0
Local-gov,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,12.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,0
Federal-gov,11.0,Divorced,Farming-fishing,Not-in-family,White,Female,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,10.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,50.0,United-States,Adult,0
Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,Middle-Aged,1
Private,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,Mexico,Middle-Aged,0
Private,12.0,Divorced,Exec-managerial,Unmarried,Black,Female,0.0,0.0,40.0,United-States,Adult,0
Federal-gov,15.0,Never-married,Prof-specialty,Not-in-family,White,Male,14084.0,0.0,55.0,United-States,Adult,1
Private,10.0,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,15.0,United-States,Young,0
Federal-gov,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,53.0,United-States,Adult,1
State-gov,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,38.0,United-States,Middle-Aged,1
Self-emp-not-inc,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,Adult,1
Private,9.0,Never-married,Other-service,Other-relative,White,Male,0.0,0.0,40.0,Mexico,Young,0
Private,9.0,Divorced,Adm-clerical,Unmarried,Black,Female,0.0,625.0,40.0,United-States,Adult,0
Private,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,25.0,United-States,Young,0
Private,13.0,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,10.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,45.0,United-States,Adult,0
Private,9.0,Married-spouse-absent,Other-service,Unmarried,White,Female,0.0,0.0,16.0,United-States,Middle-Aged,0
Private,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,1
